Site_ID,Site_Name,Country,Latitude,Longitude,Phytogeographic_Zone,Phytogeographic_Zone1,Temperature_Humidity,Subregion,Lab_ID,CRA,Error,d13C,Material,Species,Context,Site_Function,Period,Culture,Comments,Classes,Reliability_Class,Exclusion_Reason,Reliability_SPD,Reliability_Aoristic,References,Radon_B,PPND,CalPal,CONTEXT,NERD,p3k14C,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2735,3325,40,-21.5,Charcoal,Olea europaea,"Area RE, Layer R3, L 28910, B 385005/6/7 ; ",Settlement,Bronze Age,BA,,TIA,Class 3a,Inbuilt-age,Yes,Yes,Segal & Carmi 2004,,,,,,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2576,3355,40,-22.9,Charcoal,Olea europaea,"Area RE, Layer R3, L 28533, B 285198 ; ",Settlement,Bronze Age,BA,,TIA,Class 3a,Inbuilt-age,Yes,Yes,Segal & Carmi 2004,,,,,,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2529,3480,25,-21.9,Grains (charred),Unspecified,"Area RE, Layer R3, L 28533, B 282517 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2577,4390,45,-22.9,Charcoal,Ceratonia siliqua (Carob),"Area M, Layer M2, L 10977, B 10920 ; ",Settlement,Bronze Age,BA,,TIA,Class 3a,Inbuilt-age,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2525 (B),4410,45,,Grain,Unspecified,Unspecified ,Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar & Rotem 2009; Regev et al. 2012,,,,,,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2322,4410,70,-22,Grains (charred),Unspecified,"Area M, Layer M2, L 28103, B 281111 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2325B,4410,45,-20.4,Grains (charred),Unspecified,"Area M, Layer M3, L 28121, B 28146/3 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,,,
76,Bet She'an,Israel ,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2153,4450,55,-21.6,Grain,Unspecified,"Area M1 ; Locus 10056, Basket 181113 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar 1993; Segal & Carmi 1996,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2321,4455,40,-20.6,Grains (charred),Unspecified,"Area M, Layer M3, L 28114, B 28112 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2597,2895,40,-21.2,Grains (charred),Unspecified,"Area NA, Layer N5, L 18433, B 184274 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2323,2900,45,-24.7,Grains (charred),Unspecified,"Area SB, Layer S2, L 28817, B 288090 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2325A,2980,40,-24.9,Grains (charred),Unspecified,"Area SB, Layer S2, L 28817, B 288091/288076 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,,,
76,Bet She'an,Israel ,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2158,3020,50,-21.6,Stones,Olea europaea,"Pit ; Locus 68155, Basket 681171 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar 1993; Segal & Carmi 1996,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2324,4635,55,-21.1,Grain,Unspecified,"Area M1, Layer M3, L 10056, B 28089 ; ",Settlement,Early Bronze Age,EBA IB,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar & Rotem 2009; Regev et al. 2012,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2592,4405,25,-24.5,Seeds,Unspecified,"Area M, Layer M3, L 28114 ; ",Settlement,Bronze Age,BA,Segal & Carmi: Charcoal ,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar & Rotem 2009; Regev et al. 2012; Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel ,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2156,2910,50,-21.6,Charcoal,Unspecified,Area ?  ; Locus 18432 ; ,Settlement,Bronze Age,BA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Mazar 1993; Segal & Carmi 1996,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2528,4380,60,-22.7,Grains (charred),Unspecified,"Area M, Layer M2C, L 18252, B 182438 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2593,4480,45,-20.4,Grains (charred),Triticum sp.,"Area M1, Layer M3, L 10056, B 281107 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar & Rotem 2009; Regev et al. 2012; Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2591,4490,50,-20.4,Grains (charred),Unspecified,"Area M, Layer M3, L 28121, 28461 ; ",Settlement,Bronze Age,BA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 2004,,,,,X,,
76,Bet She'an,Israel,32.49710,35.49734,Irano-Turanian,Irano-Turanian,Semiarid,RiftValley,RT-2590,4475,45,-20.4,Grain,Unspecified,"Area M, Layer M3, L 28121 ; ",Settlement,Iron Age,Iron Age,Charcoal Olea europaea or grain?,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Mazar & Rotem 2009; Regev et al. 2012; Segal & Carmi 2004,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3938.3,2390,65,,fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Outlier #1b,Intrusive material,No,No,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3937.4,2427,35,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3938.4,2425,40,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3937.5,2478,34,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RW-3937.1,2500,35,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3938.5,2505,40,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3937.3,2524,36,,Fruitstone,Olea europaea,level III,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTD-7921,5290,28,,seeds,Unspecified,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Ben-Yosef et al. 2016,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3935.4,2750,55,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTT-3935,2786,33,,Olive stone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Sharon et al. 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTT-3936,2835,32,,Olive stone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Sharon et al. 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3936.5,2855,65,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTT-3934,2855,29,,Olive stone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Sharon et al. 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTT-3987,2881,19,,charcoal,Unspecified,Locus 876,settlement,Late Bronze Age,LBA IIA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Sharon et al. 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTD-8071,5305,24,,Olive stone,Unspecified,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Ben-Yosef et al. 2016,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTD-7923,5313,27,,Olive stone,Unspecified,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Ben-Yosef et al. 2016,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3935.5,2770,65,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3934.5,2810,50,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3936.3,2810,50,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,RTD-7922,5639,26,,Olive stone,Unspecified,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Ben-Yosef et al. 2016,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3934.3,2830,50,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3935.3,2830,53,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3936.4,2850,55,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
77,Beth Shemesh,Israel,31.74570,34.98660,Mediterranean,Mediterranean,Mesic,CentralHills,R-3934.4,2925,50,,Fruitstone,Olea europaea,,settlement,Late Bronze Age,LBA IIA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Finkelstein and Piasetzky 2007,,,,,X,,
78,Bethsaida (Bet Saida),Israel,32.91000,35.63056,Mediterranean,Mediterranean,Mesic,Galilee,RT-2260,15040,170,,Soil,Unspecified,Unspecified ,,Late Iron Age,IA IIA,,Soil,Outlier #1d,mixed 14C reservoirs,No,No,Carmi & Segal 2004,,,,,,,
78,Bethsaida (Bet Saida),Israel,32.91000,35.63056,Mediterranean,Mediterranean,Mesic,Galilee,LSC-4281.1,2820,35,,Seeds,Unspecified,Unspecified ,,Late Iron Age ,IA IIA,"Sharon et al. 2007: sample number ; 4281.1a,b ; Mazar & Ramsey 2008: Code ; BD1 ; Boaretto et al. 2005: Sample ID equals Lab # ; ",TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Boaretto et al. 2005; Boaretto 2006; Sharon et al. 2007;  Mazar & Ramsey 2008,,,,,X,,
78,Bethsaida (Bet Saida),Israel,32.91000,35.63056,Mediterranean,Mediterranean,Mesic,Galilee,RTT-4281.3-5,2786,25,,Seeds,Unspecified,Unspecified ,,Late Iron Age ,IA IIA,Sharon et al. 2007: sample number ; 4281.35 ; Mazar & Ramsey 2008: Code ; BD2 ; Boaretto et al. 2005: Sample ID equals Lab # ; ,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Boaretto et al. 2005; Boaretto 2006; Sharon et al. 2007;  Mazar & Ramsey 2008,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1450,4075,55,-21.6,Charcoal,Unspecified,Site 124/IV ; Basket 322 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1448,4120,60,-21,Charcoal,Unspecified,Site 124/IV ; Basket 311 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1451,4280,60,-21.1,Charcoal,Unspecified,Site 124/IV ; Basket 325 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1449,4285,60,-21,Charcoal,Unspecified,Site 124/IV ; Basket 316 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1419,4370,100,-22.1,Coprolites,Capra,Site 124/IV ; Basket 6 ; ,Settlement,Early Bronze Age,EBA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-3173,4010,45,,Coprolites,Capra,Unspecified ,Settlement,Early Bronze Age,EBA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Avner et al. 1994; Avner & Carmi 2001  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-3172,4015,40,,Coprolites,Capra,Unspecified ,Settlement,Early Bronze Age,EBA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Avner et al. 1994; Avner & Carmi 2001  ,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-3174,4030,45,,Coprolites,Capra,Unspecified ,Settlement,Early Bronze Age,EBA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Genz 2002; Regev et al. 2002,,,,,X,,
79,Biq'at 'Uvda 124/IV ,Israel,29.98771,34.93284,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1452,4370,50,-21.2,Charcoal,Unspecified,Site 124/IV ; Basket 330 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
80,Biq'at 'Uvda 13 ,Israel,29.94571,34.95380,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1472,400,40,-9.9,Charcoal,Unspecified,Site 13 ; ,Settlement,Early Bronze Age,EBA,,TIA,Outlier #1b,Intrusive material,No,No,Segal & Carmi 1996  ,,,,,,,
81,Biq'at 'Uvda 151 ,Israel,29.95644,34.97245,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-648A,5670,85,,Charcoal,Unspecified,Massevot shrine ; Site. 151 ,Settlemnet (early desert habitation and cult sites),Chalcolithic,Chalcolithic,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Carmi 1987; Henry 1982; Rosen 1984; Clare 2010; Avner et al. 1994; Lovell 2001,,,X,X,X,X,
82,Biq'at 'Uvda 16 ,Israel,29.97263,34.93455,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-640B,4400,60,-23.9,Charcoal,Unspecified,Residential site ; Under secondary wall ; ,Settlement,Early Bronze Age,EBA,Chalcolithic in database,TIA,Class 3b,Inbuilt-age,Yes,Yes,Carmi 1987  Avner et al. 1994 Avner & Carmi 2001,,,,,X,,
82,Biq'at 'Uvda 16 ,Israel,29.97263,34.93455,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-640C,4280,80,-22.7,Charcoal,Unspecified,Residential site ; Implement ; ,Settlement,Chalcolithic,Chalcolithic,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Carmi 1987  ,,,,,,,
82,Biq'at 'Uvda 16 ,Israel,29.97263,34.93455,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-640A,4800,70,-24.6,Charcoal,Unspecified,"Residential site, stone cache ; Loc. 916",Settlement,Early Bronze Age,EBA,Chalcolithic in database,TIA,Class 3b,Inbuilt-age,Yes,Yes,Lovell 2001; Carmi 1987  Avner et al. 1994 Avner & Carmi 2001,,,,,X,X,
83,Biq'at 'Uvda 166 ,Israel,29.96726,34.94297,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-714B,3850,100,-18.2,Charcoal,Unspecified,Residential site ; Site 166  ; ,Settlement,Early Bronze Age,EBA,Avner & Carmi 2001: different error value (80),TIA,Class 3b,Wood charcoal with inbuilt age,Yes,Yes,Carmi 1987  ,,,,,X,,
83,Biq'at 'Uvda 166 ,Israel,29.96726,34.94297,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1421,3680,50,-23.8,Charcoal,Unspecified,Site 166 ; Basket 61 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
83,Biq'at 'Uvda 166 ,Israel,29.96726,34.94297,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1420,4210,60,-23.9,Charcoal,Unspecified,Site 166 ; Basket 46 ; ,Settlement,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
84,Biq'at 'Uvda 21,Israel,29.92552,34.95527,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724F,4015,80,,Charcoal,Unspecified,Site 21 ; Locus 17,,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Carmi & Segal 1992  ,,,,,X,,
85,Biq'at 'Uvda 3A,Israel,29.92959,34.93978,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-2345,1970,60,-23.1,"Straw, clay",Straw,"L 1310, B 91332 ; ",,Historical period,Historical period,,TSL,Class 1a,Short-lived terrestrial material,Yes,No,Segal & Carmi 2004,,,,,,,
86,Biq'at 'Uvda 5,Israel,29.92420,34.94286,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724E,2320,80,-22.4,Charcoal,Unspecified,Site 5 ; Locus 16,,Unspecified ,Unspecified ,,TIA,Class 3b,Inbuilt-age,Yes,No,Carmi & Segal 1992  ,,,,,X,,
87,Biq'at 'Uvda 6 ,Israel,29.99525,34.95379,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-628A,6400,70,-10.9,Charcoal,Unspecified,Open sanctuary ; Stone bowl ; Locus 906,Sanctuary,Pottery Neolithic / Chalcolithic,PN or Chalcolithic?,Carmi 1987: 6560 ± 90 ,TIA,Class 3b,Inbuilt-age,Yes,Yes,Clare 2010; Carmi 1987; Avner et al. 1994; Clare 2010,,,X,X,X,X,
87,Biq'at 'Uvda 6 ,Israel,29.99525,34.95379,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1739,6390,70,5.3,Eggshell,Ostrich,"Open sanctuary ; Site 6, Basket 9 ; ",Sanctuary,Pottery Neolithic / Chalcolithic,PN or Chalcolithic?,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 1996; Clare 2010; Flohr et al. 2016,,,X,X,X,,
87,Biq'at 'Uvda 6 ,Israel,29.99525,34.95379,Saharo-Arabian,Saharo-Arabian,Arid,Negev,Pta-3621,6400,60,,Charcoal,Unspecified,Unspecified ,Sanctuary,Pottery Neolithic / Chalcolithic,PN or Chalcolithic?,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Avner et al. 1994; Clare 2010,,,X,X,X,X,
87,Biq'at 'Uvda 6 ,Israel,29.99525,34.95379,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-628B,6560,200,,Charcoal,Unspecified,Open sanctuary ; Stone bowl ; Locus 906,Sanctuary,Pottery Neolithic / Chalcolithic,PN or Chalcolithic?,Carmi 1987: 6400 ± 200 ,TIA,Class 3b,Inbuilt-age,Yes,Yes,Clare 2010; Carmi 1987; Avner et al. 1994; Clare 2010,,,X,X,X,X,
88,Biq'at 'Uvda 7 ,Israel,30.00129,34.93287,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724A,1290,240,-10.6,Charcoal,Unspecified,Site 7  ; Locus 907,Habitation,Pottery Neolithic / Chalcolithic,PN or Chalcolithic?,Omayan intrusion into original site,TIA,Outlier #1b,Intrusive material,No,No,Carmi & Segal 1992  ,,,,,,,
88,Biq'at 'Uvda 7 ,Israel,30.00129,34.93287,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724B,6410,120,-24.5,Charcoal,Unspecified,"Site 7  ; hearth, Site L 69",Habitation,Unspecified ,Unspecified ,,TIA,Class 3b,Inbuilt-age,Yes,No,Avner et al. 1994; Carmi & Segal 1992,,,X,X,X,X,
89,Biq'at ‘Uvda 151,Israel,29.95644,34.97245,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-684A,5670,85,,Unspecified,Unspecified,Unspecified ,Standing stone,Chalcolithic,Chalcolithic,,Unspecified,Outlier #2c,Unspecified material,No,No,Avner & Carmi 2001  Avner et al. 1994,,,,,,,
90,Biq'at ‘Uvda 17 ,Israel,29.98015,34.96945,Saharo-Arabian,Saharo-Arabian,Arid,Negev,Pta-3342,3870,40,,Charcoal,Unspecified,Unspecified ,Habitation,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Avner & Carmi 2001  ,,,,,X,,
90,Biq'at ‘Uvda 17 ,Israel,29.98015,34.96945,Saharo-Arabian,Saharo-Arabian,Arid,Negev,Pta-3340,4100,50,,Charcoal,Unspecified,Unspecified ,Habitation,Early Bronze Age,EBA,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Avner & Carmi 2001  ,,,,,X,,
91,Biq'at ‘Uvda 4 ,Israel,29.99827,34.94856,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724D,5400,110,-23.3,Charcoal,Unspecified,"Locus 29, 0.5 m below surface",,Early Bronze Age,EBA,Chalcolithic in database,TIA,Class 3b,Inbuilt-age,Yes,Yes,Lovell 2001; Carmi & Segal 1992; Avner et al. 1994  ,,,X,,X,,
92,Biq'at ‘Uvda 7 ,Israel,29.92286,34.93510,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-724C,4540,100,-13.5,Charcoal,Unspecified,Site 7  ; Locus 110,,Early Bronze Age,EBA,Chalcolithic in database,TIA,Class 3b,Inbuilt-age,Yes,Yes,Carmi & Segal 1992  Avner et al. 1994 Avner & Carmi 2001,,,,,X,,
93,Biq'at ‘Uvda 9 ,Israel,29.96656,34.96942,Saharo-Arabian,Saharo-Arabian,Arid,Negev,RT-1436,4440,60,-8.5,Eggshell,Ostrich,Site 9 ; Basket 237 ; ,,Early Bronze Age,EBA,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Segal & Carmi 1996  ,,,,,X,,
