Site_ID,Site_Name,Country,Latitude,Longitude,Phytogeographic_Zone,Phytogeographic_Zone1,Temperature_Humidity,Subregion,Lab_ID,CRA,Error,d13C,Material,Species,Context,Site_Function,Period,Culture,Comments,Classes,Reliability_Class,Exclusion_Reason,Reliability_SPD,Reliability_Aoristic,References,Radon_B,PPND,CalPal,CONTEXT,NERD,p3k14C,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14761,5594,40,-19,Bone,Unspecified,"rubble layer lowest part Trench section 1 (sq. 4457),  AG18",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic,,TSL,Outlier #3c,d13C; Potential marine contribution to diet,No,No,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1723,11875,650,,Charcoal,Unspecified,loc. 3076.159,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,LPPNB,,TIA,Outlier #1c,Error value > 10% CRA,No,No,Rollefson et al. 1985,,,,,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1729,10850,610,,Charcoal,Unspecified,Unspecified ,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,LPPNB,Banadora: UCR-1724,TIA,Outlier #1c,Error value > 10% CRA,No,No,Flohr et al. 2016  Rollefson et al. 1985;,,,X,X,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5203,8200,75,,Charcoal,Unspecified,"mud plaster  South, 4454.073,  ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Banning 2007: residual; Rollefson 1998: too old, intrusive ""old W""?",TIA,Outlier #1b,Intrusive material,No,No,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5201,8235,70,,Charcoal,Unspecified,"stone wall mortar  South, 4453.130,  ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Banning 2007: residual; Rollefson 1998: too old. Intrusive ""old W""?",TIA,Outlier #1b,Intrusive material,No,No,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5202,8310,70,,Charcoal,Unspecified,"soil over basal clay  South, 4453.153,  ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Banning 2007: residual; Rollefson 1998: too old. Intrusive ""old W""?",TIA,Outlier #1b,Intrusive material,No,No,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Beta-19905,10360,1300,,Charcoal,Unspecified,"exterior ash layer ; above basal clay ; Central, 3282.122,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,LPPNB,Bta-1990 ,TIA,Outlier #1c,Error value > 10% CRA,No,No,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14766,5245,36,-22.4,Bone,Human,Trench section 4 (sq. 3071) ; AG 14C 11,Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,intrusive in MPPNB layers?,TSL,Outlier #1b,Intrusive material,No,No,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25424,8030,65,,charcoal/mortar,Unspecified,"wall mortar ; Central, 3876.128,  ; Tank Trench ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Rollefson 1998: should be Yarmukian, contaminated?",Mixed materials,Outlier #1d,mixed 14C reservoirs,No,No,Rollefson 1998; Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25428,7910,60,,Charcoal,Unspecified,"ash, circular structure ; East, G28.016  ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,Rollefson: stratigraphically above/adjacent to AA-25427,TIA,Outlier #1b,Intrusive material,No,No,Rollefson 1998; Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25427,7910,60,,Charcoal,Unspecified,"ash, circular structure ; 20 cm above floor of structure II;  ; East, G28.020,  ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,Rollefson: stratigraphically above/adjacent to AA-25428,TIA,Outlier #1b,Intrusive material,No,No,Rollefson 1998; Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12962,8680,190,,Charcoal,Unspecified," ash pit ; local phase I ; Central, 3080.223, ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Rollefson: too young, inverted",TIA,Outlier #1b,Intrusive material,No,No,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5204,2880,95,,Unspecified,Unspecified,loc. 4655.15,Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,,Unspecified,Outlier #2c,Unspecified material,No,No,Rollefson et al. 1992,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-983965,6873,64,-24.9,Ash/soil,Unspecified,claylined pit ; Trench III.2 ; Locus 018,Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,,Mixed materials,Outlier #1d,mixed 14C reservoirs,No,No,Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Unspecified,8750,80,,charcoal,Unspecified,";loc. 3081,128, Pit fill",settlement,Late Pre-Pottery Neolithic,LPPNB,,TIA,Outlier #2a,Unspecified LAB ID,No,No,Benz 2014,,,X,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14767,3052,38,-26.4,Charcoal,Unspecified,AG14C 12 (4),Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,,TIA,Outlier #1b,Intrusive material ,No,No,Zielhofer et al. 2012,,,,,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25038,20620,160,,Charcoal,Unspecified,,Multi-phase settlement (structures etc.),Upper Paleolithic,Yarmukian,,TIA,Class 3b,Inbuilt-age,Yes,No,Rollefson 1998,,,,,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1718,8470,650,,Charcoal,Unspecified,"clayey room fill ; Phase II ; Central, 3073.175/3038.044,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1985; Rollefson et al. 1992; Rollefson 1998,,X,X,X,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1721,8620,320,,Charcoal,Unspecified,"fill above floor ; Phase V ; Central, 3073.294/3273.056,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,"Rollefson 1998: small sample, date too late for its stratigraphic position",TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1985; Rollefson et al. 1992; Rollefson 1998,,X,X,X,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-14259,8310,230,,Charcoal,Unspecified,"ashy lens above basal clay South, 4048.004 either predates or is contemporary with construction of mudbrick structure 4;  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,same locus as GrN-12971,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-1165,7820,240,,Charcoal,Unspecified,"debris layer ; Phase IIa ; South, 4452.105,  ; ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,or 7824 +- 240 BP,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Banning 2007  Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1722,8070,230,,Charcoal,Unspecified,"outdoor ashy lens  Central, 3074.157/3074.029,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,"Rollefson 1998: small sample, date too late for its stratigraphic position",TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1985; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-1167,8570,180,,Charcoal,Unspecified,room fill East 8547.014 ,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-4?,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12970,8650,200,,Charcoal,Unspecified," fill between floor Ivb; local phase V Central, 3273.028, ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25425,8080,65,,Charcoal,Unspecified,"on lower temple floor East, E130.32,   ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Rollefson 1998; Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5197,8090,75,,Charcoal,Unspecified," firepit Strat earlier than lower temple Central, 3275.022,  flotation",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,OxA-1743,8700,80,-26,Charcoal,Unspecified,"Central, 3076.051 ; Zeina",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNB,OxA-1743 in Rollefson 92,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Housley 1994; Waterbolk 1994; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-14257,8720,80,,Charcoal,Unspecified," ashy pit fill local phase IV Central, 3081.128  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNB,same locus as GrN-12963,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12969,8810,80,,Charcoal,Unspecified,"fill above floor VI; local phase VII Central, 3273.013,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,Rollefson 1998: too early for its stratigraphic position,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12959,9000,90,,Charcoal,Unspecified,"burial local phase I/II Central, 3076.061,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,"Rollefson, Banadora, PPND: post quem for statues 1983",TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25037,8775,75,,Charcoal,Unspecified,"chipping floor East, F14.037,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,Rollefson: earlier than expected,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14760,6399,76,-21.8,Bone,Ovis/capra,"rubble layer middleupper part Trench section 1 (sq. 4457),  AG24",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic,,TSL,Class 2a,Terrestrial diet,Yes,Yes,Flohr et al. 2016  Zielhofer et al. 2012,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4880,7726,73,,Grains,Lens culiUnspecifiedris (lentil),"fill, ashy layer North, 5718.080,  ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB,"Rollefson: too young, rodent activity?",TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4882,7809,74,,Grains,Lens culiUnspecifiedris (lentil),"fill, stony layer North, 5717.070,  ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB / PPNC,"Rollefson: too young, rodent activity?",TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5205,7895,95,,Charcoal,Unspecified,"floor fill South, 4655.030,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB,"PPNC-Yarmukian transition, but date too old",TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-17494,7825,65,,Charcoal,Unspecified,"firepit Central, 3275.021,   ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992 ,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12972,8165,50,,Charcoal,Unspecified,"ashy rubble layer Phase Ib South, 4452.110,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Poz-81094,8620,50,,bone,Unspecified,,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,,TSL,Class 2b,High probability of terrestrial diet ,Yes,Yes,Vermeersch 2019,,,,,,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5200,8780,70,,Charcoal,Unspecified,"fill above floor Central, 3300.068,   ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,MPPNB-4 in database,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12965,9050,80,,Charcoal,Unspecified," ashy pit fill Central, 3081.133 ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC / Yarmukian,Terminus ante quem for 3 plaster masks; Rollefson and Simmons: too young,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14759,5756,38,-22.5,Bone,donkey,"rubble layer lowest part Trench section 1 (sq. 4457), ,  AG16",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic,,TSL,Class 2a,Terrestrial diet,Yes,Yes,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4879,7952,77,,Charcoal,Unspecified,"room fill ; North, 5718.074 ; Tank Trench ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-1,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-5198,7960,75,,Charcoal,Unspecified," fill Central, 3276.009,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-1,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-5055,8162,62,,Charcoal,Unspecified,"firepit associated with appsidal building/""shrine"" ; North 5718.142,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,AA-25426,8205,65,,Charcoal,Unspecified," firepit East, F12.037  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Rollefson 1998; Flohr et al. 2016,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4877,8208,77,,Charcoal,Unspecified," firepit ; Central, 3275.029 ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4883,8230,76,,Charcoal,Unspecified," firepit ; North, 5918.013 ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-5054,8236,81,,Charcoal,Unspecified,"firepit associated with appsidal building/""shrine"" ; North, 5717.149 ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4878,8253,76,,Charcoal,Unspecified," firepit ; Central, 3275.030 ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Poz-81098,8580,60,,bone,Unspecified,,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,,TSL,Class 2b,High probability of terrestrial diet ,Yes,Yes,Vermeersch 2019; Meiklejohn 2017,,,,,,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Poz-81097,8590,50,,bone,Unspecified,,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPN,,TSL,Class 2b,High probability of terrestrial diet ,Yes,Yes,Vermeersch 2019,,,,,,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14757,5604,38,-23.6,Bone,Capra,"rubble layer middle upper part Trench section 1 (sq. 4457),   AG 14C 2",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic,,TSL,Class 2a,Terrestrial diet,Yes,Yes,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14756,6331,38,-22.9,Bone,Ovis/capra,"rubble layer middle upper part Trench section 1 (sq. 4457),  AG 14C 1",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic,,TSL,Class 2a,Terrestrial diet,Yes,Yes,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,UCR-1725,5130,315,,Charcoal,Unspecified,"near figurine cache ; Central, 3076.048,   ",Multi-phase settlement (structures etc.),Chalcolithic,Chalcolithic ? ,"Banadora: UCR-1723, UCR-1724 and UCR-1725 ",TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1985 ,,X,X,X,,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-14258,8810,160,,Grains,Pisum (peas),"floor deposit Central, 3273.036 ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB / PPNC,same sample as AA-1164,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-4884,7857,74,,Grains,Lens culiUnspecifiedris (lentil),"fill, ash North, 5918.046,  ",Multi-phase settlement (structures etc.),Late Pre-Pottery Neolithic,LPPNB / PPNC,,TSL,Class 1a,Short-lived terrestrial material,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Erl-14768,8554,39,-20.5,Bone,Bos sp.,"Unknown lower part Trench section 4 (sq. 3071), ,  AG144",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB / LPPNB,,TSL,Class 2a,Terrestrial diet,Yes,Yes,Zielhofer et al. 2012  Flohr et al. 2016,,,,,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-17495,7915,95,,Charcoal,Unspecified,"firepit Central, 3275.022,   ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-1,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Banning 2007  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-5056,8083,47,,Charcoal,Unspecified,"firepit beneath ""temple"" ; East, D13.023,  ; ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-2,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,X,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12971,8460,90,,Charcoal,Unspecified,"ashy lens above basal clay South, 4048.004 ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-3,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,KN-5188,8515,50,,Charcoal,Unspecified,Tank Trench ; ,Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-4,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson 1998,,,X,X,X,X,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,Beta-19907,8520,110,,Charcoal,Unspecified,"fill beneath floor Central, 3282.088,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,MPPNB-4?,Terminus ante quem 1985 statues,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016  Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12964,8970,80,,Charcoal,Unspecified," firepit/hearth III; local phase IV Central, 3081.123,  ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
1,'Ain Ghazal,Jordan,31.98800,35.97600,Mediterranean,Mediterranean,Mesic,TransjordanianPlateau,GrN-12968,8970,110,,Charcoal,Unspecified," firepit/hearth Local phase III Central, 3083.115, ",Multi-phase settlement (structures etc.),Pre-Pottery Neolithic,PPNC,,TIA,Class 3b,Inbuilt-age,Yes,Yes,Flohr et al. 2016; Rollefson and Simmons 1988; Rollefson et al. 1992; Rollefson 1998,,X,X,X,X,,
